date;season;temp;feeltemp;humidity;wind_speed;weather;is_holiday;is_weekend;is_restday;total
05/05/2016;spring;14.1;13.9;51;14.5;clear;0;0;0;38684
06/05/2016;spring;15.1;14.9;62.8;13.4;clear;0;0;0;39589
07/05/2016;spring;17.4;17.4;63.4;13.3;clear;0;1;1;43819
08/05/2016;spring;19.3;19.2;57.1;15.6;clear;0;1;1;44758
09/05/2016;spring;17.7;17.6;65.7;16.1;clear;0;0;0;30507
10/05/2016;spring;15.8;15.8;91.1;15;rain;0;0;0;21452
11/05/2016;spring;16.1;16.1;91.4;10;rain;0;0;0;27574
12/05/2016;spring;17.7;17.6;69.8;15.7;clear;0;0;0;38082
13/05/2016;spring;13.4;13;74;18.3;cloudy;0;0;0;34706
14/05/2016;spring;10.3;9;56.8;14.3;cloudy;0;1;1;30046
15/05/2016;spring;12.2;12;58.3;12.4;clear;0;1;1;34302
16/05/2016;spring;14.2;14.1;62.2;9;clear;0;0;0;37045
17/05/2016;spring;14.5;14.5;62;15.6;clear;0;0;0;36445
18/05/2016;spring;12.9;12.9;80;15.2;rain;0;0;0;24111
19/05/2016;spring;14.1;14.1;73.8;16.1;cloudy;0;0;0;34267
20/05/2016;spring;16;16;67;20.2;cloudy;0;0;0;35674
21/05/2016;spring;15.9;15.9;74.1;19.3;cloudy;0;1;1;26373
22/05/2016;spring;15.2;15.2;67.5;9.4;clear;0;1;1;30628
23/05/2016;spring;15.1;15.1;61.6;15.2;clear;0;0;0;35067
24/05/2016;spring;12.9;12.7;63.8;15.3;clear;0;0;0;36184
25/05/2016;spring;11.1;10.4;73.8;11.3;cloudy;0;0;0;31614
26/05/2016;spring;14.4;14.4;68.7;9.8;clear;0;0;0;37113
27/05/2016;spring;15.1;15.1;71.5;15.6;clear;0;0;0;35708
28/05/2016;spring;14.4;14.3;77.3;11.3;clear;0;1;1;30831
29/05/2016;spring;13.9;13.8;76.9;14.3;cloudy;0;1;1;30760
30/05/2016;spring;14.4;14.4;75.3;19.9;cloudy;1;0;1;23697
31/05/2016;spring;12.5;12.5;85;23.6;cloudy;0;0;0;16078
01/06/2016;spring;12.8;12.8;89.3;17.6;cloudy;0;0;0;26871
02/06/2016;spring;11.4;11.3;83.3;20;cloudy;0;0;0;28901
03/06/2016;spring;11.3;10.5;84.9;12.3;cloudy;0;0;0;29254
04/06/2016;spring;15.1;15.1;87.1;8.6;cloudy;0;1;1;29697
05/06/2016;spring;16.4;16.4;79.1;12;cloudy;0;1;1;40229
06/06/2016;spring;15.9;15.8;70.2;14.3;clear;0;0;0;39050
07/06/2016;spring;17.5;17.5;72.2;8.5;clear;0;0;0;34676
08/06/2016;spring;18.5;18.5;73.3;7.4;rain;0;0;0;34196
09/06/2016;spring;15.6;15.6;75.4;11.4;clear;0;0;0;41165
10/06/2016;spring;17.6;17.6;64.2;10;clear;0;0;0;39637
11/06/2016;spring;18.2;18.2;73.5;7.1;rain;0;1;1;28628
12/06/2016;spring;17.2;17.2;81.6;11.5;clear;0;1;1;17841
13/06/2016;spring;16.7;16.7;81.3;15.3;cloudy;0;0;0;27293
14/06/2016;spring;16.2;16.2;81.1;16.9;rain;0;0;0;29852
15/06/2016;spring;16.5;16.5;68.1;15.9;clear;0;0;0;37311
16/06/2016;spring;16;16;75.6;10.6;cloudy;0;0;0;31110
17/06/2016;spring;15.5;15.5;80.9;10;cloudy;0;0;0;31641
18/06/2016;spring;14.9;14.9;76.2;11.2;cloudy;0;1;1;29226
19/06/2016;spring;17;17;72.7;16.4;cloudy;0;1;1;30954
20/06/2016;spring;18.1;18.1;80.7;20.4;rain;0;0;0;22057
21/06/2016;summer;18.8;18.8;65.7;16.1;clear;0;0;0;38551
22/06/2016;summer;19.1;19.1;78.9;11.3;cloudy;0;0;0;36226
23/06/2016;summer;19.9;19.9;90;10.6;rain;0;0;0;24852
24/06/2016;summer;19.4;19.4;59;21.7;clear;0;0;0;18380
25/06/2016;summer;16.1;16.1;73.5;13.6;rain;0;1;1;25939
26/06/2016;summer;16.6;16.6;71.1;19.3;clear;0;1;1;29112
27/06/2016;summer;18.1;18.1;69;16;clear;0;0;0;33299
28/06/2016;summer;16.6;16.6;63;12.3;clear;0;0;0;31288
29/06/2016;summer;15.4;15.4;78.3;23;cloudy;0;0;0;31210
30/06/2016;summer;17.3;17.3;74.1;18.4;clear;0;0;0;35432
01/07/2016;summer;16.8;16.8;73.3;22.3;cloudy;0;0;0;27730
02/07/2016;summer;15.5;15.5;65.8;23.8;clear;0;1;1;30322
03/07/2016;summer;16.9;16.9;65.6;14.4;clear;0;1;1;33668
04/07/2016;summer;17.5;17.5;71.9;15.5;cloudy;0;0;0;37221
05/07/2016;summer;18;18;63.4;19.5;cloudy;0;0;0;40463
06/07/2016;summer;17.7;17.6;53.5;9.6;clear;0;0;0;42412
07/07/2016;summer;19.3;19.3;59.9;14.4;clear;0;0;0;39157
08/07/2016;summer;19.6;19.6;66.2;23.1;clear;0;0;0;36842
09/07/2016;summer;20.1;20.1;67.8;19.8;clear;0;1;1;33968
10/07/2016;summer;19.4;19.4;72.3;22.6;clear;0;1;1;29135
11/07/2016;summer;18;18;73.7;22;cloudy;0;0;0;32420
12/07/2016;summer;15.7;15.7;78.5;15.4;rain;0;0;0;29869
13/07/2016;summer;15.5;15.5;70.4;15.1;rain;0;0;0;35691
14/07/2016;summer;17.2;17.2;59.1;13.5;clear;0;0;0;39923
15/07/2016;summer;17.4;17.4;69.5;16.7;clear;0;0;0;36601
16/07/2016;summer;21.6;21.7;69.9;20.7;clear;0;1;1;38349
17/07/2016;summer;23;23;67.3;17.9;clear;0;1;1;37769
18/07/2016;summer;23.5;23.4;58.5;8.3;clear;0;0;0;43195
19/07/2016;summer;24.6;24.7;62.6;14.5;clear;0;0;0;46021
20/07/2016;summer;25;25;59;19;clear;0;0;0;44664
21/07/2016;summer;20.8;20.8;61.9;11.1;clear;0;0;0;41272
22/07/2016;summer;21.1;21.1;66.9;8.9;clear;0;0;0;35996
23/07/2016;summer;22.1;22.1;64.3;10;clear;0;1;1;41466
24/07/2016;summer;20.8;20.8;67.5;16.6;cloudy;0;1;1;38553
25/07/2016;summer;20.4;20.1;58.9;18.4;clear;0;0;0;40577
26/07/2016;summer;19.8;19.7;61.2;14.1;clear;0;0;0;42021
27/07/2016;summer;20.5;20.5;71.8;17;rain;0;0;0;33339
28/07/2016;summer;19;19;66;12;clear;0;0;0;31244
29/07/2016;summer;19.9;19.9;72.2;17.7;clear;0;0;0;35353
30/07/2016;summer;19.5;19.4;63.3;10.5;clear;0;1;1;45608
31/07/2016;summer;18.8;18.8;55.5;10.7;clear;0;1;1;44678
01/08/2016;summer;16.8;16.8;67.9;12.6;clear;0;0;0;29749
02/08/2016;summer;18.9;18.9;86.8;17.3;rain;0;0;0;28593
03/08/2016;summer;20.7;20.7;67.6;24.7;clear;0;0;0;40268
04/08/2016;summer;19.2;19.2;63;23.8;clear;0;0;0;39082
05/08/2016;summer;19.7;19.5;62.4;16;clear;0;0;0;35991
06/08/2016;summer;20.5;20.5;58.7;14.4;clear;0;1;1;41885
07/08/2016;summer;21.6;21.6;64.7;24.4;clear;0;1;1;38076
08/08/2016;summer;18.4;18.4;54.3;21.4;clear;0;0;0;37769
09/08/2016;summer;16.8;16.8;52.2;16.4;clear;0;0;0;39514
10/08/2016;summer;16.2;16.2;59.1;14.4;clear;0;0;0;38430
11/08/2016;summer;19;19;64.8;20.3;clear;0;0;0;37626
12/08/2016;summer;21;21;61.6;21.2;clear;0;0;0;40159
13/08/2016;summer;20.3;20.3;61.7;19.5;clear;0;1;1;43041
14/08/2016;summer;19.3;19.1;53.9;9.2;clear;0;1;1;43848
15/08/2016;summer;18.2;18.2;64.8;14.7;clear;0;0;0;40236
16/08/2016;summer;18;18;68.6;14;clear;0;0;0;38911
17/08/2016;summer;19.2;19.2;66.3;12.3;clear;0;0;0;42439
18/08/2016;summer;19.4;19.3;69.1;13.3;clear;0;0;0;38983
19/08/2016;summer;17.9;17.9;83.7;12.5;clear;0;0;0;25593
20/08/2016;summer;17.9;17.9;70.1;26.2;clear;0;1;1;24371
21/08/2016;summer;18.6;18.6;68.4;26.3;cloudy;0;1;1;28219
22/08/2016;summer;20.8;20.8;68.7;20.3;clear;0;0;0;35693
23/08/2016;summer;23.1;23;60;10.3;clear;0;0;0;42060
24/08/2016;summer;25.5;25.6;60.1;6.8;clear;0;0;0;40664
25/08/2016;summer;24;24.4;67;8.3;clear;0;0;0;37742
26/08/2016;summer;23.2;23;56.1;10.2;clear;0;0;0;37697
27/08/2016;summer;21.3;21.3;69.3;15.2;clear;0;1;1;32188
28/08/2016;summer;20;20;74.6;18.2;cloudy;0;1;1;25849
29/08/2016;summer;19.5;19.4;65.4;8.3;clear;1;0;1;34176
30/08/2016;summer;20.8;20.8;54.8;8.6;clear;0;0;0;39473
31/08/2016;summer;19.8;19.8;63.1;15.3;clear;0;0;0;38989
01/09/2016;summer;19.3;19.3;62.2;13.8;clear;0;0;0;39270
03/09/2016;summer;19.4;19.4;75.4;21.9;rain;0;1;1;15265
04/09/2016;summer;18.9;18.9;69.9;23.4;cloudy;0;1;1;27512
05/09/2016;summer;19;19;82.5;9.4;cloudy;0;0;0;27873
06/09/2016;summer;22.2;22.2;79.3;10.3;cloudy;0;0;0;37629
07/09/2016;summer;22.6;22.6;66.9;9.6;clear;0;0;0;39816
08/09/2016;summer;20.2;20;62.3;19.3;clear;0;0;0;40555
09/09/2016;summer;19.5;19.5;72.6;17.5;cloudy;0;0;0;36151
10/09/2016;summer;19.2;19.2;80.5;16.3;rain;0;1;1;17080
11/09/2016;summer;16.9;16.8;63.9;9;clear;0;1;1;39403
12/09/2016;summer;20.5;20.5;65.1;11.5;clear;0;0;0;39261
13/09/2016;summer;24.8;24.6;62.2;13.5;clear;0;0;0;43573
14/09/2016;summer;23.5;23.5;63.3;10.4;clear;0;0;0;44478
15/09/2016;summer;22.6;22.7;66.8;10;clear;0;0;0;42135
16/09/2016;summer;17.3;17.3;79.2;17.3;rain;0;0;0;21967
17/09/2016;summer;15.4;15.4;80.7;19.9;cloudy;0;1;1;27182
18/09/2016;summer;17.1;17.1;78.2;7.8;cloudy;0;1;1;29463
19/09/2016;summer;18.1;18.1;70.1;7.3;cloudy;0;0;0;33109
20/09/2016;summer;16.8;16.8;78.4;6.4;cloudy;0;0;0;37292
21/09/2016;summer;18.1;18;70.3;9.4;clear;0;0;0;40267
22/09/2016;summer;17.4;17.4;71.3;11.6;clear;0;0;0;38043
23/09/2016;autumn;15.7;15.7;59.4;10.4;clear;0;0;0;38528
24/09/2016;autumn;18.8;18.6;62;15.8;clear;0;1;1;35786
25/09/2016;autumn;17.7;17.7;62.3;19.9;clear;0;1;1;29663
26/09/2016;autumn;15.4;15.4;69.1;10.5;clear;0;0;0;34774
27/09/2016;autumn;17.1;17.1;75.9;15.6;cloudy;0;0;0;35751
28/09/2016;autumn;17.9;17.9;75.4;21.3;clear;0;0;0;38529
29/09/2016;autumn;17.6;17.6;69.6;24.8;clear;0;0;0;34511
30/09/2016;autumn;15.3;15.3;66.6;16.8;clear;0;0;0;33753
01/10/2016;autumn;13;13;81.7;9;rain;0;1;1;17593
02/10/2016;autumn;13.2;13.2;71.9;13.6;clear;0;1;1;27022
03/10/2016;autumn;13.2;13.1;69.1;6.5;clear;0;0;0;35582
04/10/2016;autumn;14.8;14.8;77.7;20.6;clear;0;0;0;36807
05/10/2016;autumn;14.3;14.3;62.7;28.7;clear;0;0;0;35993
06/10/2016;autumn;13.3;13.3;59.4;19.4;cloudy;0;0;0;35005
07/10/2016;autumn;14;14;73.7;11;cloudy;0;0;0;33050
08/10/2016;autumn;14;14;77.1;9;clear;0;1;1;26884
09/10/2016;autumn;12.1;11.8;72;10.1;clear;0;1;1;25082
10/10/2016;autumn;10.4;10;75.6;9.2;clear;0;0;0;32760
11/10/2016;autumn;10.9;10.6;75.2;7.9;clear;0;0;0;34914
12/10/2016;autumn;12.6;12.5;76.8;13.7;clear;0;0;0;32282
13/10/2016;autumn;11.3;10.5;77.5;17.4;rain;0;0;0;30587
14/10/2016;autumn;12;12;74.6;11.3;cloudy;0;0;0;32324
15/10/2016;autumn;13.2;13.2;78.3;8.8;clear;0;1;1;23488
16/10/2016;autumn;13.9;13.6;82.9;14.4;clear;0;1;1;18527
17/10/2016;autumn;14.2;14.2;76.2;14.3;clear;0;0;0;28734
18/10/2016;autumn;12.1;12;68.8;24.1;clear;0;0;0;32771
19/10/2016;autumn;12;11.7;70;18.6;clear;0;0;0;33673
20/10/2016;autumn;11.9;11.6;78;14;cloudy;0;0;0;32344
21/10/2016;autumn;11.1;10.1;81.8;12.6;cloudy;0;0;0;30567
22/10/2016;autumn;10.5;10.2;79.6;8.3;clear;0;1;1;26020
23/10/2016;autumn;10.3;9.9;78.5;13.3;clear;0;1;1;23553
24/10/2016;autumn;11.7;11.3;74.7;11.2;clear;0;0;0;30053
25/10/2016;autumn;11.8;11.8;79.1;5.2;cloudy;0;0;0;32992
26/10/2016;autumn;13.5;13.5;81.8;11.8;clear;0;0;0;34010
27/10/2016;autumn;12.9;12.7;79.6;17;clear;0;0;0;33888
28/10/2016;autumn;14.6;14.6;74.8;13.5;cloudy;0;0;0;33420
29/10/2016;autumn;14.3;14.3;84;3.1;cloudy;0;1;1;27785
30/10/2016;autumn;11.1;11.1;94.2;5.1;cloudy;0;1;1;23535
31/10/2016;autumn;12.7;12.7;89.3;6.4;clear;0;0;0;34461
01/11/2016;autumn;10.5;10.1;86.6;8.6;cloudy;0;0;0;32054
02/11/2016;autumn;8;6.6;70.3;10;clear;0;0;0;32038
03/11/2016;autumn;7.9;6.6;72;9.9;clear;0;0;0;30891
04/11/2016;autumn;9.4;8.4;79.9;9.2;clear;0;0;0;21932
05/11/2016;autumn;7;4.1;74.8;17.1;cloudy;0;1;1;19420
06/11/2016;autumn;5.6;2;73.9;19;clear;0;1;1;13406
07/11/2016;autumn;6.8;3.8;76.6;16.8;clear;0;0;0;17193
08/11/2016;autumn;4.8;2.1;74;11.1;clear;0;0;0;26147
09/11/2016;autumn;7.6;4.7;85.3;18.9;rain;0;0;0;18700
10/11/2016;autumn;8.1;5.5;78.7;18;clear;0;0;0;25830
11/11/2016;autumn;7.3;5.7;74.3;9.5;clear;0;0;0;27814
12/11/2016;autumn;9.3;7.8;85.9;10.8;rain;0;1;1;8990
13/11/2016;autumn;8.6;7.5;83.5;8.3;clear;0;1;1;19044
14/11/2016;autumn;10.8;10.2;85.3;14.1;cloudy;0;0;0;24618
15/11/2016;autumn;14.3;14.3;87.6;16.8;cloudy;0;0;0;28498
16/11/2016;autumn;13.1;13;79.8;22.7;cloudy;0;0;0;27439
17/11/2016;autumn;10.1;7.9;70.6;22.6;cloudy;0;0;0;27462
18/11/2016;autumn;6.3;2.9;71.8;19.1;clear;0;0;0;26594
19/11/2016;autumn;5.7;2.4;79.7;16.8;clear;0;1;1;18069
20/11/2016;autumn;7.7;4.7;85;20.5;cloudy;0;1;1;10613
21/11/2016;autumn;10;9;86.4;16.7;rain;0;0;0;19230
22/11/2016;autumn;10.4;9.4;75.4;19.9;rain;0;0;0;27422
23/11/2016;autumn;9;7.9;84.1;10.8;clear;0;0;0;28768
24/11/2016;autumn;10.1;8.5;77.3;22.1;cloudy;0;0;0;27941
25/11/2016;autumn;8.2;6.1;70.3;16;clear;0;0;0;27413
26/11/2016;autumn;6.3;5;85.5;7.8;clear;0;1;1;19581
27/11/2016;autumn;7.5;5.8;77.8;10.7;cloudy;0;1;1;15446
28/11/2016;autumn;6.8;4;64.6;16.5;clear;0;0;0;26765
29/11/2016;autumn;3.1;1.6;76.6;6.8;clear;0;0;0;27607
30/11/2016;autumn;2.8;0;73.6;10.8;clear;0;0;0;26934
01/12/2016;autumn;4.4;1.5;73;12.5;clear;0;0;0;26245
02/12/2016;autumn;6.9;5.7;85.1;6.6;cloudy;0;0;0;25991
03/12/2016;autumn;6.6;4.3;75.9;13.4;cloudy;0;1;1;17898
04/12/2016;autumn;4.7;2;78;13.9;clear;0;1;1;15267
05/12/2016;autumn;3.6;2.1;90.5;7;clear;0;0;0;26231
06/12/2016;autumn;7.3;6.6;93.6;6.5;cloudy;0;0;0;28095
07/12/2016;autumn;12.1;12.1;83.6;12.8;clear;0;0;0;29424
08/12/2016;autumn;12.8;12.8;83.5;16.3;cloudy;0;0;0;28366
09/12/2016;autumn;13.1;13.1;85.4;14.3;clear;0;0;0;29714
10/12/2016;autumn;12.3;12.1;89.2;15.1;cloudy;0;1;1;14832
11/12/2016;autumn;8;5.6;86.6;15.3;clear;0;1;1;17450
12/12/2016;autumn;8.3;7.1;91.5;10.6;cloudy;0;0;0;25275
13/12/2016;autumn;11.6;11.4;90.8;10;cloudy;0;0;0;26520
14/12/2016;autumn;10.3;9.5;85.2;9.9;clear;0;0;0;28861
15/12/2016;autumn;9;7.5;89.5;11.8;cloudy;0;0;0;28195
16/12/2016;autumn;9.5;8.6;90;8;cloudy;0;0;0;27621
17/12/2016;autumn;7.4;6.5;95.9;6.2;cloudy;0;1;1;17238
18/12/2016;autumn;8.1;7.2;90.7;6.5;cloudy;0;1;1;14970
19/12/2016;autumn;7.2;6;88.4;7.5;cloudy;0;0;0;23535
20/12/2016;autumn;6.2;4;80;11.2;cloudy;0;0;0;24864
21/12/2016;autumn;10.3;9.3;83.3;17.2;cloudy;0;0;0;23136
22/12/2016;winter;8.3;6.4;80.1;12.6;clear;0;0;0;21461
23/12/2016;winter;9.9;8.9;84.7;21.3;cloudy;0;0;0;14409
24/12/2016;winter;9;6.1;75.4;24.9;clear;0;1;1;7890
25/12/2016;winter;12.5;12.5;79.4;27.7;cloudy;0;1;1;36653
26/12/2016;winter;8.4;5.5;70.5;22;clear;1;0;1;11455
27/12/2016;winter;4.2;2.5;81.9;7.5;clear;1;0;1;10842
28/12/2016;winter;2.2;0;97.2;7.4;clear;0;0;0;12428
29/12/2016;winter;3.8;2.4;90;6.1;clear;0;0;0;14052
30/12/2016;winter;3.3;1.1;98.7;9;cloudy;0;0;0;11566
31/12/2016;winter;7.4;5;91;13.3;cloudy;0;1;1;11424
01/01/2017;winter;7;4.4;88.4;14.1;rain;0;1;1;6421
02/01/2017;winter;3.7;0.9;83.1;11.2;clear;1;0;1;11823
03/01/2017;winter;3.4;-0.6;81.4;18.9;clear;0;0;0;19436
